hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,cbd_congestion_fee,id
HV0003,B03404,B03404,2/4/25 16:25,2/4/25 16:27,2/4/25 16:28,2/4/25 16:41,231,50,3.78,811,23.55,0,0.59,2.09,2.75,0,4,13.02,N,N,N,N,N,0,134
HV0003,B03404,B03404,4/4/25 20:17,4/4/25 20:21,4/4/25 20:21,4/4/25 20:38,170,230,1.97,982,22.68,0,0.47,1.8,2.75,0,0,12.94,N,N,N,N,N,1.5,135
HV0005,B03406,,2/7/25 0:17,,2/7/25 0:20,2/7/25 0:35,241,126,6.917,901,23.06,0,0.58,2.05,0,0,0,18.23,N,N,N,N,N,0,136
HV0005,B03406,,4/18/25 14:36,4/18/25 14:43,4/18/25 14:43,4/18/25 14:58,148,231,1.604,889,13.94,0,0.35,1.24,2.75,0,0,11.28,N,N,N,N,N,1.5,137
HV0003,B03404,B03404,3/4/25 9:39,3/4/25 9:42,3/4/25 9:43,3/4/25 9:52,107,234,0.86,533,12.77,0,0.27,1.09,2.75,0,0,6.57,N,N,N,N,N,1.5,138
HV0005,B03406,,2/12/25 22:45,,2/12/25 22:48,2/12/25 22:59,225,17,1.572,632,12.71,0,0.28,1,0,0,0,8.31,N,N,N,N,N,0,139
HV0005,B03406,,3/30/25 12:28,3/30/25 12:34,3/30/25 12:34,3/30/25 12:40,151,239,1.069,363,14.38,0,0.36,1.28,2.75,0,0,5.2,N,N,N,N,N,0,140
HV0003,B03404,B03404,3/11/25 15:39,3/11/25 15:41,3/11/25 15:43,3/11/25 16:33,89,112,10.01,3015,49.23,0,1.24,4.37,0,0,0,44.55,N,N,N,N,N,0,141
HV0003,B03404,B03404,2/13/25 17:04,2/13/25 17:07,2/13/25 17:08,2/13/25 17:50,100,138,9.87,2557,62.5,6.94,1.68,6.72,2.75,2.5,8.69,38.27,N,N,N,N,N,1.5,142
HV0003,B03404,B03404,4/10/25 14:10,4/10/25 14:12,4/10/25 14:12,4/10/25 14:20,14,14,1.1,477,8.41,0,0.22,0.79,0,0,0,6.35,N,N,N,N,N,0,143
HV0003,B03404,B03404,3/7/25 18:55,3/7/25 18:57,3/7/25 18:58,3/7/25 19:24,20,75,8.62,1582,32.37,6.94,0.81,3.49,0,0,0,30.89,N,N,N,N,N,0,144
HV0003,B03404,B03404,4/10/25 20:01,4/10/25 20:01,4/10/25 20:03,4/10/25 20:52,161,265,29.24,2927,155.9,0,3.88,13.88,2.75,0,0,100.49,N,N,N,N,N,1.5,145
HV0005,B03406,,1/4/25 1:02,,1/4/25 1:05,1/4/25 1:10,124,180,1.023,292,7.85,0,0.17,0.54,0,0,0,5.47,N,N,N,N,N,0,146
HV0003,B03404,B03404,2/22/25 13:23,2/22/25 13:26,2/22/25 13:27,2/22/25 13:43,60,116,4.57,988,13.37,0,0.33,1.19,0,0,0,15.81,N,N,N,N,N,0,147
HV0005,B03406,,5/7/25 15:56,5/7/25 15:58,5/7/25 15:59,5/7/25 16:21,166,74,1.611,1306,14.97,0,0.37,1.33,0,0,0,15.51,N,N,N,N,N,0,148
HV0003,B03404,B03404,3/13/25 16:36,3/13/25 16:36,3/13/25 16:38,3/13/25 17:01,161,100,1.38,1343,24.05,0,0.56,2.11,2.75,0,0,15.49,N,N,N,N,N,1.5,149
HV0003,B03404,B03404,1/8/25 6:32,1/8/25 6:39,1/8/25 6:39,1/8/25 6:48,228,25,2.45,531,19.98,0,0.58,1.88,0,0,3.55,10.66,N,N,N,N,N,0,150
HV0003,B03404,B03404,5/28/25 17:06,5/28/25 17:11,5/28/25 17:11,5/28/25 17:37,107,186,0.92,1529,21.03,0,0.47,1.77,2.75,0,3.71,17.09,N,N,N,N,N,1.5,151
HV0003,B03404,B03404,2/22/25 0:07,2/22/25 0:12,2/22/25 0:13,2/22/25 0:28,159,94,3.78,913,18.28,0,0.46,1.62,0,0,0,14.01,N,N,N,N,N,0,152
HV0003,B03404,B03404,5/17/25 1:02,5/17/25 1:09,5/17/25 1:14,5/17/25 1:37,186,224,2.65,1370,21.74,0,0.5,1.93,2.75,0,5.38,26.61,N,N,N,Y,Y,1.5,153
HV0003,B03404,B03404,2/18/25 10:00,2/18/25 10:03,2/18/25 10:03,2/18/25 10:33,215,265,18.6,1773,47.22,0,1.26,4.46,0,0,0,47.28,N,N,N,N,N,0,154
HV0005,B03406,,5/17/25 20:16,5/17/25 20:23,5/17/25 20:24,5/17/25 20:33,41,42,1.141,510,8.83,0,0.22,0.78,0,0,0,8.79,N,N,N,N,N,0,155
HV0003,B03404,B03404,3/15/25 17:19,3/15/25 17:21,3/15/25 17:22,3/15/25 17:38,249,234,1.37,956,16.39,0,0.38,1.47,2.75,0,0,11.87,N,N,N,N,N,1.5,156
HV0003,B03404,B03404,4/8/25 19:55,4/8/25 19:56,4/8/25 19:58,4/8/25 20:12,100,107,1.88,849,36.24,0,0.87,3.22,2.75,0,0,18.49,N,N,N,N,N,1.5,157
HV0003,B03404,B03404,5/3/25 15:40,5/3/25 15:42,5/3/25 15:43,5/3/25 15:58,191,139,4.71,916,17.91,0,0.45,1.59,0,0,0,15.94,N,N,N,N,N,0,158
HV0003,B03404,B03404,4/26/25 2:06,4/26/25 2:08,4/26/25 2:10,4/26/25 2:22,144,246,2.3,685,42.77,0,1.09,3.99,2.75,0,0,26.63,N,N,N,N,N,1.5,159
HV0003,B03404,B03404,4/17/25 17:30,4/17/25 17:33,4/17/25 17:33,4/17/25 17:46,234,164,1.07,775,15.44,0,0.35,1.37,2.75,0,0,9.33,N,N,N,N,N,1.5,160
HV0003,B03404,B03404,1/24/25 17:06,1/24/25 17:07,1/24/25 17:09,1/24/25 17:43,68,265,5.16,2044,24.38,16.06,0.77,0,0,0,4.26,28.77,N,N,N,N,N,1.5,161
HV0003,B03404,B03404,3/6/25 8:37,3/6/25 8:40,3/6/25 8:42,3/6/25 9:35,155,25,6.82,3177,49.35,0,1.23,4.38,0,0,5.49,41.67,N,N,N,N,N,0,162
HV0003,B03404,B03404,1/20/25 11:29,1/20/25 11:32,1/20/25 11:32,1/20/25 11:53,227,123,3.57,1275,17.22,0,0.47,1.52,0,0,0,17.25,N,N,N,N,N,0,163
HV0003,B03404,B03404,1/4/25 15:39,1/4/25 15:40,1/4/25 15:42,1/4/25 15:52,255,256,1.27,623,12.2,0,0.33,1.06,0,0,0,7.78,N,N,N,N,N,0,164
HV0003,B03404,B03404,2/27/25 19:58,2/27/25 19:59,2/27/25 20:00,2/27/25 20:18,181,85,3.35,1079,19.32,0,0.52,1.83,0,0,0,15.69,N,N,N,N,N,0,165
HV0005,B03406,,3/21/25 16:29,3/21/25 16:31,3/21/25 16:32,3/21/25 16:44,68,246,1.413,714,12.3,0,0.31,1.09,2.75,0,2.69,9.23,N,N,N,N,N,1.5,166
HV0003,B03404,B03404,1/3/25 14:37,1/3/25 14:40,1/3/25 14:42,1/3/25 14:46,213,250,0.55,270,8.93,0,0.24,0.79,0,0,0,6.42,N,N,N,N,N,0,167
HV0003,B03404,B03404,5/12/25 6:39,5/12/25 6:43,5/12/25 6:44,5/12/25 6:48,203,203,0.96,271,11.01,0,0.27,0.97,0,0,0,5.53,N,N,N,N,N,0,168
HV0003,B03404,B03404,4/18/25 5:15,4/18/25 5:15,4/18/25 5:29,4/18/25 5:44,183,138,8.75,884,41.08,6.94,1.02,4.48,0,2.5,0,27,N,N,N,N,N,0,169
HV0003,B03404,B03404,4/17/25 12:42,4/17/25 12:43,4/17/25 12:46,4/17/25 13:03,161,137,1.79,1030,44.12,0,1.06,3.91,2.75,0,0,21.47,N,N,N,N,N,1.5,170
HV0003,B03404,B03404,2/15/25 5:51,2/15/25 5:53,2/15/25 5:54,2/15/25 6:18,229,265,16.13,1466,48.67,0,1.25,4.59,2.75,0,0,44.79,N,N,N,N,N,1.5,171
HV0003,B03404,B03404,5/30/25 12:10,5/30/25 12:15,5/30/25 12:15,5/30/25 12:24,91,91,1.39,533,11.09,0,0.22,0.78,0,0,4,7.34,N,N,N,N,N,0,172
HV0003,B03404,B03404,1/28/25 14:40,1/28/25 14:44,1/28/25 14:44,1/28/25 14:56,39,39,1.4,668,10.73,0,0.29,0.96,0,0,0,8.39,N,N,N,N,N,0,173
HV0003,B03404,B03404,3/24/25 12:32,3/24/25 12:37,3/24/25 12:38,3/24/25 12:57,169,60,4.03,1119,17.98,0,0.45,1.6,0,0,0,24.07,N,N,N,N,Y,0,174
HV0005,B03406,,3/6/25 23:04,3/6/25 23:08,3/6/25 23:09,3/6/25 23:38,231,181,3.327,1692,33.88,0,0.85,3.01,2.75,0,0,21.85,N,N,N,N,N,1.5,175
HV0003,B03404,B03404,4/9/25 22:16,4/9/25 22:19,4/9/25 22:19,4/9/25 22:34,47,18,2.13,841,12.61,0,0.33,1.2,0,0,0,11.5,N,N,N,N,N,0,176
HV0005,B03406,,2/26/25 9:40,,2/26/25 9:46,2/26/25 10:05,257,52,2.748,1154,18.5,0,0.46,1.64,0,0,0,15.01,N,N,N,N,N,0,177
HV0003,B03404,B03404,3/8/25 3:05,3/8/25 3:10,3/8/25 3:10,3/8/25 3:28,148,140,5.62,1083,30.7,0,0.78,2.89,2.75,0,0,18.86,N,N,N,N,N,1.5,178
HV0003,B03404,B03404,2/17/25 21:39,2/17/25 21:40,2/17/25 21:42,2/17/25 22:21,230,92,11.3,2365,38.12,0,0.96,3.54,2.75,0,7.06,38.35,N,N,N,N,N,1.5,179
HV0003,B03404,B03404,3/12/25 14:13,3/12/25 14:14,3/12/25 14:16,3/12/25 14:33,218,130,2.53,1027,19.59,0,0.49,1.74,0,0,0,13.95,N,N,N,N,N,0,180
HV0003,B03404,B03404,2/11/25 22:14,2/11/25 22:21,2/11/25 22:21,2/11/25 22:53,132,255,15.62,1922,48.65,0,1.28,4.53,0,2.5,5.69,39.92,N,N,N,N,N,0,181
HV0005,B03406,,4/5/25 2:41,4/5/25 2:45,4/5/25 2:46,4/5/25 2:57,255,145,2.125,615,9.86,0,0.25,0.88,0,0,0,9.24,N,N,N,N,N,0,182
HV0003,B03404,B03404,5/7/25 13:08,5/7/25 13:10,5/7/25 13:11,5/7/25 13:38,67,91,4.73,1607,39.49,0,0.99,3.5,0,0,1,22.9,N,N,N,N,N,0,183
HV0003,B03404,B03404,4/22/25 21:27,4/22/25 21:29,4/22/25 21:30,4/22/25 21:40,170,114,1.88,587,17.88,0,0.42,1.62,2.75,0,0,8.71,N,N,N,N,N,1.5,184
HV0005,B03406,,3/14/25 13:10,3/14/25 12:57,3/14/25 12:58,3/14/25 13:07,76,63,1.087,522,8.97,0,0.22,0.8,0,0,0,6.83,N,N,N,N,N,0,185
HV0003,B03404,B03404,5/2/25 3:38,5/2/25 3:45,5/2/25 3:46,5/2/25 3:52,98,121,1.85,367,12.55,0,0.31,1.11,0,0,0,6.31,N,N,N,N,N,0,186
HV0003,B03404,B03404,4/2/25 10:47,4/2/25 10:50,4/2/25 10:51,4/2/25 11:38,117,35,14.27,2812,51.11,0,1.28,4.53,0,0,0,48.51,N,N,N,N,N,0,187
HV0003,B03404,B03404,4/27/25 10:29,4/27/25 10:35,4/27/25 10:35,4/27/25 10:41,22,67,1.34,343,10.93,0,0.29,1.02,0,0,0,5.83,N,N,N,N,N,0,188
HV0003,B03404,B03404,4/25/25 11:39,4/25/25 11:41,4/25/25 11:42,4/25/25 12:03,246,144,2.94,1264,28.05,0,0.66,2.48,2.75,0,6.78,18.11,N,N,N,N,Y,1.5,189
HV0003,B03404,B03404,1/25/25 20:53,1/25/25 20:54,1/25/25 20:56,1/25/25 21:32,137,265,20.53,2145,57.29,6.94,1.53,5.7,2.75,0,0,50.65,N,N,N,N,N,1.5,190
HV0003,B03404,B03404,2/28/25 15:51,2/28/25 15:57,2/28/25 15:58,2/28/25 16:33,138,262,8.61,2050,46.92,6.94,1.17,4.99,2.75,2.5,13.05,32.84,N,N,N,N,N,0,191
HV0005,B03406,,2/28/25 12:16,,2/28/25 12:18,2/28/25 12:42,68,231,3.415,1420,20.84,0,0.52,1.85,2.75,0,5.49,18.51,N,N,N,N,N,1.5,192
HV0005,B03406,,1/19/25 8:41,,1/19/25 8:46,1/19/25 9:04,17,66,2.426,1107,14.97,0,0.41,1.33,0,0,0,14.11,N,N,N,N,N,0,193
HV0005,B03406,,3/15/25 12:06,3/15/25 12:09,3/15/25 12:10,3/15/25 12:18,72,72,0.562,506,7.86,0,0.2,0.7,0,0,0,5.92,N,N,N,N,N,0,194
HV0003,B03404,B03404,4/15/25 21:30,4/15/25 21:31,4/15/25 21:33,4/15/25 21:40,225,37,1.17,405,8.41,0,0.21,0.74,0,0,0,5.73,N,N,N,N,N,0,195
HV0003,B03404,B03404,2/11/25 14:17,2/11/25 14:19,2/11/25 14:20,2/11/25 14:25,61,61,0.99,321,6.7,0,0.17,0.6,0,0,0,4.47,Y,N,N,N,N,0,196
HV0005,B03406,,5/21/25 22:18,5/21/25 22:21,5/21/25 22:21,5/21/25 22:36,97,256,2.399,890,15.16,0,0.33,1.18,0,0,2.95,12.41,N,N,N,N,N,0,197
HV0003,B03404,B03404,1/25/25 17:10,1/25/25 17:13,1/25/25 17:13,1/25/25 17:28,233,100,1.64,879,17.11,0,0.42,1.5,2.75,0,0,10.77,N,N,N,N,N,1.5,198
HV0003,B03404,B03404,3/7/25 23:01,3/7/25 23:04,3/7/25 23:04,3/7/25 23:10,255,256,1,327,9.86,0,0.25,0.87,0,0,0,4.95,N,N,N,N,N,0,199
HV0005,B03406,,1/24/25 19:06,,1/24/25 19:10,1/24/25 19:38,141,255,7.793,1692,47.15,0,0,0,0,0,0,30.16,N,N,N,N,Y,0,200
HV0003,B03404,B03404,2/21/25 23:31,2/21/25 23:37,2/21/25 23:37,2/21/25 23:49,80,65,3.29,695,17.01,0,0.43,1.51,0,0,0,12.48,N,N,N,N,N,0,201
HV0003,B03404,B03404,3/28/25 20:40,3/28/25 20:44,3/28/25 20:46,3/28/25 21:55,41,265,9.52,4111,95.17,16.06,2.38,0,0,0,25,63.96,N,N,N,N,N,0,202
HV0005,B03406,,2/13/25 11:06,,2/13/25 11:11,2/13/25 11:52,74,132,16.901,2461,66.73,7.13,1.85,6.78,0,2.5,0,47.07,N,N,N,N,N,0,203
HV0005,B03406,,2/12/25 16:05,,2/12/25 16:08,2/12/25 16:31,255,66,3.081,1372,37.99,0,0.95,3.37,0,0,0,25.95,N,N,N,N,N,0,204
HV0003,B03404,B03404,1/14/25 19:08,1/14/25 19:11,1/14/25 19:12,1/14/25 19:19,113,68,0.96,420,11.89,0,0.28,1.06,2.75,0,3,5.39,N,N,N,N,N,1.5,205
HV0005,B03406,,5/24/25 23:33,5/24/25 23:43,5/24/25 23:43,5/25/25 0:09,205,197,4.936,1561,26.32,0,0.59,2.08,0,0,0,24.77,N,N,N,N,Y,0,206
HV0005,B03406,,4/6/25 1:50,4/6/25 2:04,4/6/25 2:05,4/6/25 2:35,148,238,6.895,1853,38.16,0,0.95,3.39,2.75,0,0,29.79,N,N,N,N,N,1.5,207
HV0003,B03404,B03404,3/13/25 23:22,3/13/25 23:26,3/13/25 23:26,3/13/25 23:34,92,73,1.9,499,12.5,0,0.31,1.11,0,0,0,7.97,N,N,N,N,N,0,208
HV0005,B03406,,1/8/25 15:10,,1/8/25 15:13,1/8/25 15:23,173,70,1.125,593,11.87,0,0.33,1.05,0,0,2,7.32,N,N,N,N,N,0,209
HV0005,B03406,,4/25/25 23:55,4/26/25 0:00,4/26/25 0:01,4/26/25 0:18,25,80,3.907,1066,21.16,0,0.42,1.49,0,0,0,16.33,N,N,N,N,N,0,210
HV0003,B03404,B03404,3/10/25 21:51,3/10/25 21:52,3/10/25 21:54,3/10/25 22:15,247,240,6.73,1260,23.85,0,0.6,2.13,0,0,0,22.22,N,N,N,N,N,0,211
HV0003,B03404,B03404,5/24/25 14:28,5/24/25 14:31,5/24/25 14:31,5/24/25 14:38,181,25,1.44,422,13.39,0,0.33,1.18,0,0,0,6.72,N,N,N,N,N,0,212
HV0003,B03404,B03404,4/17/25 9:43,4/17/25 9:45,4/17/25 9:47,4/17/25 10:05,167,42,2.48,1122,17.03,0,0.42,1.52,0,0,0,14.81,N,N,N,N,N,0,213
HV0003,B03404,B03404,2/3/25 22:00,2/3/25 22:06,2/3/25 22:06,2/3/25 22:14,161,141,1.3,476,10.08,0,0.21,0.9,2.75,0,0,6.39,N,N,N,N,N,1.5,214
HV0005,B03406,,1/28/25 6:29,,1/28/25 6:37,1/28/25 6:42,219,203,1.402,335,9.54,0,0.26,0.85,0,0,0,5.47,N,N,N,N,N,0,215
HV0005,B03406,,5/22/25 4:13,5/22/25 4:18,5/22/25 4:18,5/22/25 4:41,229,138,7.653,1350,72.66,2.69,1.88,6.69,2.75,0,13.23,31.77,N,N,N,N,N,1.5,216
HV0003,B03404,B03404,4/15/25 10:32,4/15/25 10:34,4/15/25 10:35,4/15/25 11:04,138,48,8.95,1744,47.17,6.94,1.19,5.21,2.75,2.5,0,30.24,N,N,N,N,N,1.5,217
HV0003,B03404,B03404,2/16/25 11:46,2/16/25 11:47,2/16/25 11:49,2/16/25 12:35,61,100,11.02,2734,41.64,6.94,1.07,4.54,2.75,0,0,41.57,N,N,N,N,N,1.5,218
HV0003,B03404,B03404,5/5/25 9:13,5/5/25 9:18,5/5/25 9:18,5/5/25 9:28,232,233,3.34,614,17.64,0,0.41,1.6,2.75,0,0,10.92,N,N,N,N,N,1.5,219
HV0003,B03404,B03404,4/20/25 2:03,4/20/25 2:21,4/20/25 2:22,4/20/25 2:30,80,37,1.8,521,16.99,0,0.42,1.5,0,0,0,11.03,N,N,N,N,N,0,220
HV0003,B03404,B03404,5/25/25 22:10,5/25/25 22:20,5/25/25 22:21,5/25/25 22:26,76,76,0.83,268,8.08,0,0.2,0.71,0,0,0,6.68,N,N,N,N,Y,0,221
HV0003,B03404,B03404,4/20/25 16:32,4/20/25 16:33,4/20/25 16:35,4/20/25 17:02,133,61,4.9,1603,30.37,0,0.81,2.86,0,0,0,23.08,N,N,N,N,N,0,222
HV0003,B03404,B03404,2/21/25 15:37,2/21/25 15:42,2/21/25 15:44,2/21/25 16:30,140,254,11.94,2781,45.66,0,1.14,4.05,2.75,0,0,43.26,N,N,N,N,N,0,223
HV0003,B03404,B03404,3/7/25 19:06,3/7/25 19:10,3/7/25 19:11,3/7/25 19:25,215,218,2.3,851,11.71,0,0.29,1.04,0,0,0,13.38,N,N,N,N,Y,0,224
HV0003,B03404,B03404,3/5/25 10:35,3/5/25 10:36,3/5/25 10:38,3/5/25 10:57,170,161,1.41,1126,22.31,0,0.52,1.97,2.75,0,0,13.35,N,N,N,N,N,1.5,225
HV0003,B03404,B03404,4/17/25 23:48,4/17/25 23:55,4/17/25 23:55,4/18/25 0:17,4,181,6.4,1308,26.57,0,0.67,2.5,2.75,0,0,22.24,N,N,N,N,N,1.5,226
HV0003,B03404,B03404,1/16/25 19:48,1/16/25 19:54,1/16/25 19:54,1/16/25 20:24,100,67,13.76,1789,67.16,6.94,1.82,6.58,2.75,0,0,37.1,N,N,N,N,N,1.5,227
HV0003,B03404,B03404,2/20/25 9:48,2/20/25 9:49,2/20/25 9:51,2/20/25 10:12,244,250,6.25,1303,25.14,0,0.63,2.23,0,0,0,21.15,N,N,N,N,N,0,228
HV0003,B03404,B03404,5/28/25 9:27,5/28/25 9:30,5/28/25 9:32,5/28/25 9:51,61,188,2.17,1144,19.4,0,0.48,1.71,0,0,0,14.61,N,N,N,N,N,0,229
HV0005,B03406,,2/14/25 10:04,,2/14/25 10:09,2/14/25 10:25,121,130,2.792,914,14.36,0,0.36,1.27,0,0,0,13.8,N,N,N,N,Y,0,230
HV0003,B03404,B03404,1/12/25 22:32,1/12/25 22:35,1/12/25 22:36,1/12/25 22:51,78,69,2.66,904,11.37,0,0.3,0.98,0,0,0,12.6,N,N,N,N,N,0,231
HV0003,B03404,B03404,5/6/25 16:44,5/6/25 16:54,5/6/25 16:56,5/6/25 17:13,247,126,2.36,1028,16.14,0,0.36,1.27,0,0,0,13.7,N,N,N,N,N,0,232
HV0005,B03406,,2/6/25 23:08,,2/6/25 23:25,2/6/25 23:43,138,145,6.852,1054,29.15,0,0.68,2.49,0,2.5,6.27,19.63,N,N,N,N,N,0,233
HV0003,B03404,B03404,5/21/25 10:23,5/21/25 10:26,5/21/25 10:26,5/21/25 10:59,179,140,3.95,1977,31.61,0,0.76,2.8,2.75,0,0,25.52,N,N,N,N,N,1.5,234
HV0005,B03406,,2/4/25 17:13,,2/4/25 17:16,2/4/25 17:22,258,258,0.948,352,8.07,0,0.2,0.72,0,0,0,4.73,N,N,N,N,N,0,235
HV0005,B03406,,5/14/25 18:23,5/14/25 18:28,5/14/25 18:28,5/14/25 18:39,260,7,1.572,678,11.47,0,0.29,1.02,0,0,0,9.1,N,N,N,N,N,0,236
HV0003,B03404,B03404,3/2/25 21:16,3/2/25 21:17,3/2/25 21:18,3/2/25 21:23,21,108,0.89,279,9.85,0,0.25,0.87,0,0,0,4.95,N,N,N,N,N,0,237
HV0003,B03404,B03404,2/15/25 19:18,2/15/25 19:24,2/15/25 19:26,2/15/25 19:43,72,76,3.01,1033,23.7,0,0.6,2.15,0,0,0,17.2,N,N,N,N,N,0,238
HV0003,B03404,B03404,3/1/25 23:28,3/1/25 23:32,3/1/25 23:33,3/2/25 0:13,159,265,25.28,2348,70.49,21.6,1.76,0,0,0,0,63.18,N,N,N,N,N,0,239
HV0005,B03406,,3/14/25 7:11,3/14/25 7:18,3/14/25 7:19,3/14/25 7:29,177,61,1.552,610,13.42,0,0.34,1.19,0,0,0,8.38,N,N,N,N,N,0,240
HV0003,B03404,B03404,1/3/25 19:20,1/3/25 19:18,1/3/25 19:19,1/3/25 19:59,34,35,6.23,2444,26.24,0,0.77,2.48,0,0,0,29.2,Y,Y,N,N,N,0,241
HV0005,B03406,,3/5/25 7:39,,3/5/25 7:47,3/5/25 8:46,134,87,14.791,3535,63.81,5.82,1.74,6.18,2.75,0,16.36,56.76,N,N,N,N,N,1.5,242
HV0003,B03404,B03404,1/27/25 10:59,1/27/25 11:00,1/27/25 11:01,1/27/25 11:24,87,230,6.07,1359,54.33,0,1.45,4.82,2.75,0,0,26.49,N,N,N,N,N,1.5,243
HV0005,B03406,,1/18/25 9:38,,1/18/25 9:40,1/18/25 9:55,163,158,2.927,885,15.73,0,0.43,1.4,2.75,0,0,12.63,N,N,N,N,N,1.5,244
HV0005,B03406,,4/9/25 23:41,4/9/25 23:45,4/9/25 23:46,4/10/25 0:16,258,137,10.227,1817,37.79,6.56,1.09,3.87,2.75,0,3,32.89,N,N,N,N,N,1.5,245
HV0003,B03404,B03404,1/16/25 2:38,1/16/25 2:40,1/16/25 2:41,1/16/25 2:50,256,17,1.95,551,12.45,0,0.34,1.1,0,0,1,8,N,N,N,N,N,0,246
HV0003,B03404,B03404,3/16/25 8:38,3/16/25 8:40,3/16/25 8:42,3/16/25 9:21,188,79,9,2384,40.25,0,1.03,3.79,2.75,0,0,37.05,N,N,N,N,N,1.5,247
HV0003,B03404,B03404,3/18/25 11:46,3/18/25 11:49,3/18/25 11:49,3/18/25 12:02,112,66,3.9,782,23.23,0,0.59,2.07,0,0,0,13.38,N,N,N,N,N,0,248
HV0003,B03404,B03404,2/21/25 20:46,2/21/25 20:49,2/21/25 20:51,2/21/25 21:18,36,177,4.21,1643,23.53,0,0.61,2.13,0,0,0,21.67,N,N,N,N,N,0,249
HV0003,B03404,B03404,4/12/25 20:05,4/12/25 20:05,4/12/25 20:07,4/12/25 20:14,231,125,1.13,429,6.84,0,0.16,0.67,2.75,0,0,5.92,N,N,N,N,N,1.5,250
HV0003,B03404,B03404,5/16/25 19:10,5/16/25 19:11,5/16/25 19:11,5/16/25 19:18,76,39,1.89,398,13.46,0,0.33,1.18,0,0,3,6.74,N,N,N,N,N,0,251
HV0005,B03406,,3/26/25 13:40,3/26/25 13:45,3/26/25 13:45,3/26/25 13:48,117,117,0.723,155,7.18,0.31,0.19,0.66,0,0,0,4,N,N,N,N,N,0,252
HV0003,B03404,B03404,4/16/25 20:09,4/16/25 20:10,4/16/25 20:10,4/16/25 20:25,234,224,1.7,916,15.53,0,0.35,1.38,2.75,0,3,11.63,N,N,N,N,N,1.5,253
HV0003,B03404,B03404,2/16/25 21:42,2/16/25 21:43,2/16/25 21:46,2/16/25 22:03,35,17,3.51,1038,14.44,0,0.36,1.28,0,0,0,14.86,N,N,N,N,N,0,254
HV0003,B03404,B03404,1/23/25 19:54,1/23/25 19:56,1/23/25 19:56,1/23/25 20:16,56,102,4.62,1185,24.05,0,0.66,2.13,0,0,0,19.95,N,N,N,N,N,0,255
HV0003,B03404,B03404,3/1/25 12:57,3/1/25 13:02,3/1/25 13:03,3/1/25 13:31,72,97,5.32,1661,27.83,0,0.7,2.46,0,0,0,24.26,N,N,N,N,N,0,256
HV0003,B03404,B03404,4/14/25 0:24,4/14/25 0:27,4/14/25 0:29,4/14/25 0:46,48,137,3.11,1020,13.42,0,0.29,1.15,0.75,0,0,10.93,Y,Y,N,N,N,1.5,257
HV0003,B03404,B03404,3/23/25 23:58,3/24/25 0:00,3/24/25 0:00,3/24/25 0:29,132,198,13.71,1736,43.54,0,1.09,4.08,0,2.5,0,36.89,N,N,N,N,N,0,258
HV0003,B03404,B03404,3/24/25 16:12,3/24/25 16:13,3/24/25 16:13,3/24/25 16:46,144,17,5.05,1940,35.79,0,0.89,3.28,2.75,0,0,26.69,N,N,N,N,N,1.5,259
HV0005,B03406,,5/31/25 23:19,5/31/25 23:25,5/31/25 23:26,5/31/25 23:55,80,87,6.426,1781,32.13,0,1.5,5.33,2.75,0,0,29.14,N,Y,N,N,N,1.5,260
HV0003,B03404,B03404,1/13/25 23:00,1/13/25 23:01,1/13/25 23:01,1/13/25 23:12,48,162,1.73,653,13.64,0,0.33,1.21,2.75,0,3,8.69,N,N,N,N,N,1.5,261
HV0003,B03404,B03404,1/8/25 9:06,1/8/25 9:07,1/8/25 9:07,1/8/25 9:19,79,162,1.86,682,21.2,0,0.46,1.6,2.75,0,0,9.33,N,N,N,N,N,1.5,262
HV0005,B03406,,4/13/25 1:08,4/13/25 1:15,4/13/25 1:16,4/13/25 1:25,115,206,2.422,523,14.66,0.21,0.37,1.32,0,0,0,8.73,N,N,N,N,N,0,263
HV0003,B03404,B03404,4/5/25 22:00,4/5/25 22:01,4/5/25 22:01,4/5/25 22:27,42,148,9.36,1564,29.01,0,0.72,2.68,2.75,0,0,33.44,N,N,N,N,Y,1.5,264
HV0003,B03404,B03404,4/12/25 12:05,4/12/25 12:25,4/12/25 12:25,4/12/25 12:35,261,88,1.65,635,21.93,0,0.5,1.9,2.75,0,2.71,10.06,N,N,N,N,N,1.5,265
HV0005,B03406,,1/26/25 7:26,,1/26/25 7:30,1/26/25 7:45,233,75,3.869,867,21.79,0,0.54,1.73,2.75,0,0,13.74,N,N,N,N,N,1.5,266
HV0003,B03404,B03404,2/3/25 23:35,2/3/25 23:38,2/3/25 23:38,2/3/25 23:58,36,39,4.44,1161,20.24,0,0.51,1.8,0,0,4.51,17.66,N,N,N,N,N,0,267
HV0005,B03406,,1/25/25 21:05,,1/25/25 21:07,1/25/25 21:30,68,243,8.73,1384,37.07,0.28,0.93,2.99,2.75,0,0,25.42,N,N,N,N,N,1.5,268
